"pack","id","level","category","word","article","plural","translation_tr","example_de","example_tr","tags"
"a2","a2_0406","A2","Extra · Sam aus Amerika","reich","","","zengin","Du bist total reich.","Tamamen zenginsin.","adjective, daily, a2, extra"
"a2","a2_0407","A2","Extra · Sam aus Amerika","Kontrolle","die","Kontrollen","kontrol","Alles unter Kontrolle.","Her şey kontrol altında.","noun, daily, a2, extra"
"a2","a2_0408","A2","Extra · Sam aus Amerika","Muskel","der","Muskeln","kas","Hey, du hast aber Muskeln!","Hey, kasların var!","noun, health, a2, extra"
"a2","a2_0409","A2","Extra · Sam aus Amerika","begründen","","","gerekçelendirmek","Muss ich das begründen?","Bunu gerekçelendirmem mi gerekiyor?","verb, daily, a2, extra"
"a2","a2_0410","A2","Extra · Sam aus Amerika","Klappcouch","die","Klappcouches","açılır kanepe","Das ist eine Klapp-Couch.","Bu bir açılır kanepe.","noun, home, a2, extra"
"a2","a2_0411","A2","Extra · Sam aus Amerika","Fernbedienung","die","Fernbedienungen","kumanda","Und das ist die Fernbedienung.","Ve bu kumanda.","noun, home, a2, extra"
"a2","a2_0412","A2","Extra · Sam aus Amerika","Klamotten","","","kıyafetler","Aber seine Klamotten!","Ama kıyafetleri!","noun, daily, a2, extra"
"a2","a2_0413","A2","Extra · Sam aus Amerika","altmodisch","","","modası geçmiş","Er ist so altmodisch!","O çok modası geçmiş!","adjective, daily, a2, extra"
"a2","a2_0414","A2","Extra · Sam aus Amerika","süß","","","tatlı / sevimli","Aber er ist süß.","Ama o sevimli.","adjective, daily, a2, extra"
"a2","a2_0415","A2","Extra · Sam aus Amerika","höflich","","","nazik / kibar","Und er ist höflich.","Ve o kibar.","adjective, daily, a2, extra"
"a2","a2_0416","A2","Extra · Sam aus Amerika","sexy","","","seksi","Und besonders sexy ist er auch nicht!","Ve özellikle seksi de değil!","adjective, daily, a2, extra"
"a2","a2_0417","A2","Extra · Sam aus Amerika","Gepäck","das","","bagaj","Bitte bringen Sie mir mein Gepäck.","Lütfen bagajımı getirin.","noun, travel, a2, extra"
"a2","a2_0418","A2","Extra · Sam aus Amerika","Portier","der","Portiers","kapıcı","Du bist der Portier, right?","Sen kapıcısın, değil mi?","noun, work, a2, extra"
"a2","a2_0419","A2","Extra · Sam aus Amerika","nebenan","","","yan tarafta / komşu","Ich wohne nebenan.","Yan tarafta oturuyorum.","adverb, home, a2, extra"
"a2","a2_0420","A2","Extra · Sam aus Amerika","Lieblingsessen","das","Lieblingsessen","favori yemek","Was ist dein Lieblingsessen?","Favori yemeğin ne?","noun, restaurant, a2, extra"
"a2","a2_0421","A2","Extra · Sam aus Amerika","Currywurst","die","Currywürste","currywurst","Currywurst, okay.","Currywurst, tamam.","noun, restaurant, a2, extra"
"a2","a2_0422","A2","Extra · Sam aus Amerika","Shopping","","","alışveriş","Viel Shopping?","Çok alışveriş mi?","noun, daily, a2, extra"
"a2","a2_0423","A2","Extra · Sam aus Amerika","Dienstboten","","","hizmetkârlar","Meine Dienstboten.","Hizmetkârlarım.","noun, family, a2, extra"
"a2","a2_0424","A2","Extra · Sam aus Amerika","schrecklich","","","korkunç","Mensch, das ist ja schrecklich!","Vay be, bu korkunç!","adjective, daily, a2, extra"
"a2","a2_0425","A2","Extra · Sam aus Amerika","Vermieterin","die","Vermieterinnen","ev sahibi (kadın)","Hilfe, es ist die Vermieterin!","Yardım, ev sahibi geldi!","noun, home, a2, extra"
"a2","a2_0426","A2","Extra · Sam aus Amerika","Zeitschrift","die","Zeitschriften","dergi","Hat jemand meine neue Zeitschrift gesehen?","Kimse yeni dergimi gördü mü?","noun, daily, a2, extra"
"a2","a2_0427","A2","Extra · Sam aus Amerika","Make-up","","","makyaj","Mein Make-up.","Makyajım.","noun, daily, a2, extra"
"a2","a2_0428","A2","Extra · Sam aus Amerika","Love Parade","die","","Love Parade","Heute ist die Love Parade!","Bugün Love Parade!","noun, daily, a2, extra"
"a2","a2_0429","A2","Extra · Sam aus Amerika","verpassen","","","kaçırmak","Das dürft ihr nicht verpassen!","Bunu kaçırmamalısınız!","verb, daily, a2, extra"
"a2","a2_0430","A2","Extra · Sam aus Amerika","Schwesterherz","","","canım kardeşim","Schwesterherz, ich heiße Anna.","Canım kardeşim, adım Anna.","noun, family, a2, extra"
"a2","a2_0431","A2","Gramer","dieser","","","bu (erkek · Nom.)","Dieser Mann ist nett.","Bu adam nazik.","grammar, demonstrative, a2"
"a2","a2_0432","A2","Gramer","diese","","","bu (dişi · Nom./Akk.)","Diese Bank ist groß.","Bu banka büyük.","grammar, demonstrative, a2"
"a2","a2_0433","A2","Gramer","dieses","","","bu (nötr · Nom./Akk.)","Dieses Café ist neu.","Bu kafe yeni.","grammar, demonstrative, a2"
"a2","a2_0434","A2","Gramer","diesen","","","bu (erkek · Akk.)","Ich nehme diesen Kaffee.","Bu kahveyi alıyorum.","grammar, demonstrative, a2"
"timur","timur_0001","A1","Depo","Lager","das","Lager","depo","Ich arbeite im Lager.","Depoda çalışıyorum.","warehouse, timur, work"
"timur","timur_0002","A1","Depo","Wareneingang","der","Wareneingänge","mal girişi","Der Wareneingang ist heute voll.","Bugün mal girişi yoğun.","warehouse, timur, work"
"timur","timur_0003","A1","Depo","Warenausgang","der","Warenausgänge","mal çıkışı","Der Warenausgang ist um zehn Uhr.","Mal çıkışı saat onda.","warehouse, timur, work"
"timur","timur_0004","A1","Depo","Lagerhalle","die","Lagerhallen","depo holu","Die Lagerhalle ist groß.","Depo holu büyük.","warehouse, timur, work"
"timur","timur_0005","A1","Depo","Regal","das","Regale","raf","Das Regal ist voll.","Raf dolu.","warehouse, timur, work"
"timur","timur_0006","A1","Depo","Gang","der","Gänge","koridor","Gehen Sie den Gang entlang.","Koridordan gidin.","warehouse, timur, work"
"timur","timur_0007","A1","Depo","Boden","der","Böden","zemin","Der Boden ist sauber.","Zemin temiz.","warehouse, timur, work"
"timur","timur_0008","A1","Depo","Inventur","die","Inventuren","envanter sayımı","Heute ist Inventur.","Bugün envanter sayımı var.","warehouse, timur, work"
"timur","timur_0009","A1","Depo","Bestand","der","Bestände","stok","Der Bestand ist niedrig.","Stok düşük.","warehouse, timur, work"
"timur","timur_0010","A1","Depo","Umlagerung","die","Umlagerungen","transfer","Die Umlagerung dauert zwei Stunden.","Transfer iki saat sürer.","warehouse, timur, work"
"timur","timur_0011","A1","Depo","Lagerraum","der","Lagerräume","depo alanı","Der Lagerraum ist kalt.","Depo alanı soğuk.","warehouse, timur, work"
"timur","timur_0012","A1","Depo","Halle","die","Hallens","hangar/hol","In der Halle ist es laut.","Hol gürültülü.","warehouse, timur, work"
"timur","timur_0013","A1","Lojistik","Logistik","die","","lojistik","Ich arbeite in der Logistik.","Lojistikte çalışıyorum.","logistics, timur, work"
"timur","timur_0014","A1","Lojistik","Lieferung","die","Lieferungen","teslimat","Die Lieferung kommt morgen.","Teslimat yarın geliyor.","logistics, timur, work"
"timur","timur_0015","A1","Lojistik","Spedition","die","Speditionen","nakliye firması","Die Spedition liefert pünktlich.","Nakliye firması zamanında teslim eder.","logistics, timur, work"
"timur","timur_0016","A1","Lojistik","Transport","der","Transporte","nakliye","Der Transport ist organisiert.","Nakliye organize edildi.","logistics, timur, work"
"timur","timur_0017","A1","Lojistik","LKW","der","LKWs","kamyon","Der LKW wartet am Tor.","Kamyon kapıda bekliyor.","logistics, timur, work"
"timur","timur_0018","A1","Lojistik","Anlieferung","die","Anlieferungen","teslim alma","Die Anlieferung ist um acht.","Teslim alma saat sekizde.","logistics, timur, work"
"timur","timur_0019","A1","Lojistik","Versand","der","","sevkiyat","Der Versand beginnt um neun.","Sevkiyat dokuzda başlar.","logistics, timur, work"
"timur","timur_0020","A1","Lojistik","Fracht","die","Frachten","yük","Die Fracht ist schwer.","Yük ağır.","logistics, timur, work"
"timur","timur_0021","A1","Lojistik","Strecke","die","Strecken","rota","Meine Strecke ist lang.","Rotam uzun.","logistics, timur, work"
"timur","timur_0022","A1","Lojistik","Sendung","die","Sendungen","gönderi","Die Sendung ist unterwegs.","Gönderi yolda.","logistics, timur, work"
"timur","timur_0023","A1","Lojistik","Zoll","der","","gümrük","Der Zoll kontrolliert die Ware.","Gümrük malları kontrol eder.","logistics, timur, work"
"timur","timur_0024","A1","Lojistik","Einfuhr","die","Einfuhren","ithalat","Die Einfuhr dauert lange.","İthalat uzun sürer.","logistics, timur, work"
"timur","timur_0025","A1","Kommissionierung","Kommissionierung","die","","sipariş toplama","Die Kommissionierung ist meine Aufgabe.","Sipariş toplama benim görevim.","picking, timur, work"
"timur","timur_0026","A1","Kommissionierung","Kommissionierliste","die","Kommissionierlisten","toplama listesi","Hier ist die Kommissionierliste.","İşte toplama listesi.","picking, timur, work"
"timur","timur_0027","A1","Kommissionierung","Bestellung","die","Bestellungen","sipariş","Die Bestellung ist fertig.","Sipariş hazır.","picking, timur, work"
"timur","timur_0028","A1","Kommissionierung","Artikel","der","Artikel","ürün/kalem","Der Artikel ist im Regal B3.","Ürün B3 rafında.","picking, timur, work"
"timur","timur_0029","A1","Kommissionierung","Artikelnummer","die","Artikelnummern","ürün numarası","Die Artikelnummer ist 12345.","Ürün numarası 12345.","picking, timur, work"
"timur","timur_0030","A1","Kommissionierung","Strichcode","der","Strichcodes","barkod","Scannen Sie den Strichcode.","Barkodu tarayın.","picking, timur, work"
"timur","timur_0031","A1","Kommissionierung","Lesegerät","das","Lesegeräte","tarayıcı","Das Lesegerät funktioniert nicht.","Tarayıcı çalışmıyor.","picking, timur, work"
"timur","timur_0032","A1","Kommissionierung","Packliste","die","Packlisten","paket listesi","Die Packliste ist dabei.","Paket listesi eklendi.","picking, timur, work"
"timur","timur_0033","A1","Kommissionierung","Karton","der","Kartons","karton","Der Karton ist schwer.","Karton ağır.","picking, timur, work"
"timur","timur_0034","A1","Kommissionierung","Paket","das","Pakete","paket","Das Paket ist kaputt.","Paket hasarlı.","picking, timur, work"
"timur","timur_0035","A1","Kommissionierung","verpacken","","","paketlemek","Ich verpacke die Ware.","Malı paketliyorum.","picking, timur, work"
"timur","timur_0036","A1","Kommissionierung","etikettieren","","","etiketlemek","Bitte etikettieren.","Lütfen etiketleyin.","picking, timur, work"
"timur","timur_0037","A1","Kommissionierung","sortieren","","","ayırmak/sınıflamak","Wir sortieren die Pakete.","Paketleri ayırıyoruz.","picking, timur, work"
"timur","timur_0038","A1","Kommissionierung","Stück","das","Stücke","adet","Zehn Stück, bitte.","On adet lütfen.","picking, timur, work"
"timur","timur_0039","A1","Vardiya & Mesai","Schicht","die","Schichten","vardiya","Meine Schicht beginnt um sechs.","Vardiyam altıda başlıyor.","shift, timur, work"
"timur","timur_0040","A1","Vardiya & Mesai","Frühschicht","die","Frühschichten","sabah vardiyası","Ich habe Frühschicht.","Sabah vardiyam var.","shift, timur, work"
"timur","timur_0041","A1","Vardiya & Mesai","Spätschicht","die","Spätschichten","akşam vardiyası","Die Spätschicht endet um Mitternacht.","Akşam vardiyası gece yarısında biter.","shift, timur, work"
"timur","timur_0042","A1","Vardiya & Mesai","Nachtschicht","die","Nachtschichten","gece vardiyası","Die Nachtschicht ist anstrengend.","Gece vardiyası yorucu.","shift, timur, work"
"timur","timur_0043","A1","Vardiya & Mesai","Arbeitszeit","die","Arbeitszeiten","çalışma saati","Meine Arbeitszeit ist acht Stunden.","Çalışma saatim sekiz.","shift, timur, work"
"timur","timur_0044","A1","Vardiya & Mesai","Überstunden","die","","fazla mesai","Ich mache Überstunden.","Fazla mesai yapıyorum.","shift, timur, work"
"timur","timur_0045","A1","Vardiya & Mesai","Pause","die","Pausen","mola","Die Pause ist um zwölf.","Mola saat on iki.","shift, timur, work"
"timur","timur_0046","A1","Vardiya & Mesai","Feierabend","der","","iş bitimi","Um fünf ist Feierabend.","Beşte iş bitiyor.","shift, timur, work"
"timur","timur_0047","A1","Vardiya & Mesai","Schichtplan","der","Schichtpläne","vardiya planı","Der Schichtplan hängt an der Wand.","Vardiya planı duvarda.","shift, timur, work"
"timur","timur_0048","A1","Vardiya & Mesai","einstempeln","","","giriş kart basmak","Ich stempel um sechs ein.","Altıda giriş yapıyorum.","shift, timur, work"
"timur","timur_0049","A1","Vardiya & Mesai","ausstempeln","","","çıkış kart basmak","Ich stempel um zwei aus.","İkide çıkış yapıyorum.","shift, timur, work"
"timur","timur_0050","A1","Vardiya & Mesai","pünktlich","","","dakik","Sei pünktlich zur Schicht!","Vardiyaya dakik ol!","shift, timur, work"
"timur","timur_0051","A1","Maaş & Sözleşme","Lohn","der","Löhne","maaş (saatlik)","Mein Lohn ist 14 Euro pro Stunde.","Saatlik maaşım 14 euro.","contract, timur, work"
"timur","timur_0052","A1","Maaş & Sözleşme","Gehalt","das","Gehälter","maaş (aylık)","Das Gehalt kommt am Monatsende.","Maaş ay sonunda gelir.","contract, timur, work"
"timur","timur_0053","A1","Maaş & Sözleşme","Vertrag","der","Verträge","sözleşme","Ich unterschreibe den Vertrag.","Sözleşmeyi imzalıyorum.","contract, timur, work"
"timur","timur_0054","A1","Maaş & Sözleşme","Arbeitsvertrag","der","Arbeitsverträge","iş sözleşmesi","Der Arbeitsvertrag ist befristet.","İş sözleşmesi belirli süreli.","contract, timur, work"
"timur","timur_0055","A1","Maaş & Sözleşme","Probezeit","die","Probezeiten","deneme süresi","Die Probezeit dauert sechs Monate.","Deneme süresi altı ay.","contract, timur, work"
"timur","timur_0056","A1","Maaş & Sözleşme","Kündigung","die","Kündigungen","fesih/ihbar","Die Kündigungsfrist ist zwei Wochen.","İhbar süresi iki hafta.","contract, timur, work"
"timur","timur_0057","A1","Maaş & Sözleşme","Urlaub","der","Urlaube","izin","Ich habe Urlaub im August.","Ağustos'ta iznim var.","contract, timur, work"
"timur","timur_0058","A1","Maaş & Sözleşme","Krankmeldung","die","Krankmeldungen","rapor","Ich brauche eine Krankmeldung.","Rapor lazım.","contract, timur, work"
"timur","timur_0059","A1","Maaş & Sözleşme","Steuer","die","Steuern","vergi","Die Steuer wird abgezogen.","Vergi kesilir.","contract, timur, work"
"timur","timur_0060","A1","Maaş & Sözleşme","Netto","","","net maaş","Mein Netto ist 1800 Euro.","Net maaşım 1800 euro.","contract, timur, work"
"timur","timur_0061","A1","Maaş & Sözleşme","Brutto","","","brüt maaş","Das Brutto ist höher.","Brüt daha yüksek.","contract, timur, work"
"timur","timur_0062","A1","Maaş & Sözleşme","Sozialversicherung","die","Sozialversicherungen","sosyal sigorta","Die Sozialversicherung ist Pflicht.","Sosyal sigorta zorunlu.","contract, timur, work"
"timur","timur_0063","A1","İş güvenliği","Sicherheit","die","","güvenlik","Sicherheit geht vor.","Güvenlik önce gelir.","safety, timur, work"
"timur","timur_0064","A1","İş güvenliği","Arbeitsschutz","der","","iş güvenliği","Arbeitsschutz ist wichtig.","İş güvenliği önemli.","safety, timur, work"
"timur","timur_0065","A1","İş güvenliği","Helm","der","Helme","kask","Tragen Sie einen Helm!","Kask takın!","safety, timur, work"
"timur","timur_0066","A1","İş güvenliği","Schutzweste","die","Schutzwesten","yelek","Die Schutzweste ist gelb.","Yelek sarı.","safety, timur, work"
"timur","timur_0067","A1","İş güvenliği","Sicherheitsschuhe","die","","güvenlik ayakkabısı","Sicherheitsschuhe sind Pflicht.","Güvenlik ayakkabısı zorunlu.","safety, timur, work"
"timur","timur_0068","A1","İş güvenliği","Handschuhe","die","","eldiven","Tragen Sie Handschuhe.","Eldiven takın.","safety, timur, work"
"timur","timur_0069","A1","İş güvenliği","Warnung","die","Warnungen","uyarı","Achtung! Warnung beachten.","Dikkat! Uyarıya dikkat.","safety, timur, work"
"timur","timur_0070","A1","İş güvenliği","Gefahr","die","Gefahren","tehlike","Vorsicht, Gefahr!","Dikkat, tehlike!","safety, timur, work"
"timur","timur_0071","A1","İş güvenliği","Unfall","der","Unfälle","kaza","Es gab einen Unfall.","Kaza oldu.","safety, timur, work"
"timur","timur_0072","A1","İş güvenliği","Erste Hilfe","die","","ilk yardım","Erste Hilfe ist dort.","İlk yardım orada.","safety, timur, work"
"timur","timur_0073","A1","İş güvenliği","Notausgang","der","Notausgänge","acil çıkış","Der Notausgang ist links.","Acil çıkış solda.","safety, timur, work"
"timur","timur_0074","A1","İş güvenliği","vorsichtig","","","dikkatli","Sei vorsichtig!","Dikkatli ol!","safety, timur, work"
"timur","timur_0075","A1","Forklift & Ekipman","Gabelstapler","der","Gabelstapler","forklift","Der Gabelstapler fährt langsam.","Forklift yavaş gider.","equipment, timur, work"
"timur","timur_0076","A1","Forklift & Ekipman","Stapler","der","Stapler","forklift (kısa)","Ich fahre Stapler.","Forklift kullanıyorum.","equipment, timur, work"
"timur","timur_0077","A1","Forklift & Ekipman","Staplerschein","der","Staplerscheine","forklift ehliyeti","Ich habe einen Staplerschein.","Forklift ehliyetim var.","equipment, timur, work"
"timur","timur_0078","A1","Forklift & Ekipman","Palette","die","Paletten","palet","Bringen Sie die Palette nach hinten.","Paleti arkaya götürün.","equipment, timur, work"
"timur","timur_0079","A1","Forklift & Ekipman","Hubwagen","der","Hubwagen","transpalet","Der Hubwagen ist kaputt.","Transpalet bozuk.","equipment, timur, work"
"timur","timur_0080","A1","Forklift & Ekipman","Gabel","die","Gabeln","çatal (forklift)","Die Gabel ist hoch.","Çatal yukarıda.","equipment, timur, work"
"timur","timur_0081","A1","Forklift & Ekipman","heben","","","kaldırmak","Heben Sie die Palette vorsichtig.","Paleti dikkatli kaldırın.","equipment, timur, work"
"timur","timur_0082","A1","Forklift & Ekipman","senken","","","indirmek","Senken Sie die Gabel.","Çatalı indirin.","equipment, timur, work"
"timur","timur_0083","A1","Forklift & Ekipman","laden","","","yüklemek","Wir laden den LKW.","Kamyonu yüklüyoruz.","equipment, timur, work"
"timur","timur_0084","A1","Forklift & Ekipman","entladen","","","boşaltmak","Wir entladen die Ware.","Malı boşaltıyoruz.","equipment, timur, work"
"timur","timur_0085","A1","Forklift & Ekipman","stapeln","","","istiflemek","Stapeln Sie die Kartons.","Kartonları istifleyin.","equipment, timur, work"
"timur","timur_0086","A1","Forklift & Ekipman","Rollcontainer","der","Rollcontainer","roll konteyner","Der Rollcontainer ist voll.","Roll konteyner dolu.","equipment, timur, work"
"timur","timur_0087","A1","Forklift & Ekipman","Förderband","das","Förderbänder","konveyör bant","Das Förderband läuft.","Konveyör bant çalışıyor.","equipment, timur, work"
"timur","timur_0088","A1","Şefle iletişim","Chef","der","Chefs","patron/şef","Mein Chef ist streng.","Patronum katı.","communication, timur, work"
"timur","timur_0089","A1","Şefle iletişim","Vorgesetzter","der","Vorgesetzten","amir","Mein Vorgesetzter ruft mich.","Amirim beni çağırıyor.","communication, timur, work"
"timur","timur_0090","A1","Şefle iletişim","Kollege","der","Kollegen","iş arkadaşı","Mein Kollege hilft mir.","İş arkadaşım yardım ediyor.","communication, timur, work"
"timur","timur_0091","A1","Şefle iletişim","Gruppenleiter","der","Gruppenleiter","grup lideri","Der Gruppenleiter gibt Anweisungen.","Grup lideri talimat veriyor.","communication, timur, work"
"timur","timur_0092","A1","Şefle iletişim","Anweisung","die","Anweisungen","talimat","Folgen Sie der Anweisung.","Talimata uyun.","communication, timur, work"
"timur","timur_0093","A1","Şefle iletişim","sofort","","","hemen","Machen Sie das sofort!","Bunu hemen yapın!","communication, timur, work"
"timur","timur_0094","A1","Şefle iletişim","langsam","","","yavaş","Fahren Sie langsam!","Yavaş gidin!","communication, timur, work"
"timur","timur_0095","A1","Şefle iletişim","schnell","","","hızlı","Arbeiten Sie schneller!","Daha hızlı çalışın!","communication, timur, work"
"timur","timur_0096","A1","Şefle iletişim","fertig","","","hazır/bitti","Ich bin fertig.","Bitirdim.","communication, timur, work"
"timur","timur_0097","A1","Şefle iletişim","Problem","das","Probleme","problem","Ich habe ein Problem.","Bir problemim var.","communication, timur, work"
"timur","timur_0098","A1","Şefle iletişim","Hilfe","die","","yardım","Ich brauche Hilfe!","Yardım lazım!","communication, timur, work"
"timur","timur_0099","A1","Şefle iletişim","verstanden","","","anladım","Verstanden!","Anladım!","communication, timur, work"
"timur","timur_0100","A1","Şefle iletişim","nach hinten","","","arkaya","Bringen Sie es nach hinten.","Arkaya götürün.","communication, timur, work"
"timur","timur_0101","A1","Şefle iletişim","nach vorne","","","öne","Stellen Sie es nach vorne.","Öne koyun.","communication, timur, work"
"timur","timur_0102","A1","Şefle iletişim","Achtung","","","dikkat","Achtung! Palette kommt!","Dikkat! Palet geliyor!","communication, timur, work"
"universal","u_0001","A1","Universal Paket 001","abends","","","akşam","Ich lerne das Wort ""abends"".","""abends"" kelimesini öğreniyorum.","universal, batch-001, needs-review"
"universal","u_0002","A1","Universal Paket 001","aber","","","ama, fakat","Ich lerne das Wort ""aber"".","""aber"" kelimesini öğreniyorum.","universal, batch-001, needs-review"
"universal","u_0003","A1","Universal Paket 001","acht","","","sekiz, sekizi, sekizdir","Ich lerne das Wort ""acht"".","""acht"" kelimesini öğreniyorum.","universal, batch-001, needs-review"
"universal","u_0004","A1","Universal Paket 001","achtzehn","","","on sekiz","Ich lerne das Wort ""achtzehn"".","""achtzehn"" kelimesini öğreniyorum.","universal, batch-001, needs-review"
"universal","u_0005","A1","Universal Paket 001","aktiv","","","etkin, aktifsin, aktif","Ich lerne das Wort ""aktiv"".","""aktiv"" kelimesini öğreniyorum.","universal, batch-001, needs-review"
"universal","u_0006","A1","Universal Paket 001","Alex","","","alex'ten, alex'im, alex'i","Ich lerne das Wort ""Alex"".","""Alex"" kelimesini öğreniyorum.","universal, batch-001, needs-review"
"universal","u_0007","A1","Universal Paket 001","alle","","","herkes, hepsi, bütün","Ich lerne das Wort ""alle"".","""alle"" kelimesini öğreniyorum.","universal, batch-001, needs-review"
"universal","u_0008","A1","Universal Paket 001","alles","","","her şey","Ich lerne das Wort ""alles"".","""alles"" kelimesini öğreniyorum.","universal, batch-001, needs-review"
"universal","u_0009","A1","Universal Paket 001","alles Gute zum Geburtstag","","","Doğum günün kutlu olsun","Ich lerne das Wort ""alles Gute zum Geburtstag"".","""alles Gute zum Geburtstag"" kelimesini öğreniyorum.","universal, batch-001, needs-review"
"universal","u_0010","A1","Universal Paket 001","alt","","","eski, eskidir, yaşlıydı","Ich lerne das Wort ""alt"".","""alt"" kelimesini öğreniyorum.","universal, batch-001, needs-review"
"universal","u_0011","A1","Universal Paket 001","am","","","yerinde, sonundaki, an dem = -de/-da (Lokativ)","Ich lerne das Wort ""am"".","""am"" kelimesini öğreniyorum.","universal, batch-001, needs-review"
"universal","u_0012","A1","Universal Paket 001","am besten","","","en iyi","Ich lerne das Wort ""am besten"".","""am besten"" kelimesini öğreniyorum.","universal, batch-001, needs-review"
"universal","u_0013","A1","Universal Paket 001","am Strand","","","plajda","Ich lerne das Wort ""am Strand"".","""am Strand"" kelimesini öğreniyorum.","universal, batch-001, needs-review"
"universal","u_0014","A1","Universal Paket 001","am Vormittag","","","öğleden önce","Ich lerne das Wort ""am Vormittag"".","""am Vormittag"" kelimesini öğreniyorum.","universal, batch-001, needs-review"
"universal","u_0015","A1","Universal Paket 001","anhalten","","","durabiliriz, durmadı, dururuz","Ich lerne das Wort ""anhalten"".","""anhalten"" kelimesini öğreniyorum.","universal, batch-001, needs-review"
"universal","u_0016","A1","Universal Paket 001","anklicken","","","tıklamalısın, tıklarım, tıklamalıyız","Ich lerne das Wort ""anklicken"".","""anklicken"" kelimesini öğreniyorum.","universal, batch-001, needs-review"
"universal","u_0017","A1","Universal Paket 001","Apfelstrudel","","","Elmalı strudel'i, strudelin, elmalı","Ich lerne das Wort ""Apfelstrudel"".","""Apfelstrudel"" kelimesini öğreniyorum.","universal, batch-001, needs-review"
"universal","u_0018","A1","Universal Paket 001","arbeitest","","","çalışıyorsun, çalışırsın","Ich lerne das Wort ""arbeitest"".","""arbeitest"" kelimesini öğreniyorum.","universal, batch-001, needs-review"
"universal","u_0019","A1","Universal Paket 001","Ärztin","","","hekimin, doktor, hekimime","Ich lerne das Wort ""Ärztin"".","""Ärztin"" kelimesini öğreniyorum.","universal, batch-001, needs-review"
"universal","u_0020","A1","Universal Paket 001","auch","","","de","Ich lerne das Wort ""auch"".","""auch"" kelimesini öğreniyorum.","universal, batch-001, needs-review"
"universal","u_0021","A1","Universal Paket 001","auf dem Handy","","","telefonda","Ich lerne das Wort ""auf dem Handy"".","""auf dem Handy"" kelimesini öğreniyorum.","universal, batch-001, needs-review"
"universal","u_0022","A1","Universal Paket 001","auf den Markt","","","pazar","Ich lerne das Wort ""auf den Markt"".","""auf den Markt"" kelimesini öğreniyorum.","universal, batch-001, needs-review"
"universal","u_0023","A1","Universal Paket 001","auf die Toilette","","","tuvalete","Ich lerne das Wort ""auf die Toilette"".","""auf die Toilette"" kelimesini öğreniyorum.","universal, batch-001, needs-review"
"universal","u_0024","A1","Universal Paket 001","auf jeden Fall","","","kesinlikle","Ich lerne das Wort ""auf jeden Fall"".","""auf jeden Fall"" kelimesini öğreniyorum.","universal, batch-001, needs-review"
"universal","u_0025","A1","Universal Paket 001","aufgeregt","","","heyecanlı","Ich lerne das Wort ""aufgeregt"".","""aufgeregt"" kelimesini öğreniyorum.","universal, batch-001, needs-review"
"universal","u_0026","A1","Universal Paket 001","aus","","","of, -den, açısından","Ich lerne das Wort ""aus"".","""aus"" kelimesini öğreniyorum.","universal, batch-001, needs-review"
"universal","u_0027","A1","Universal Paket 001","ausdrucken","","","yazdırmalıyım, yazdırmalı, yazdıracağını","Ich lerne das Wort ""ausdrucken"".","""ausdrucken"" kelimesini öğreniyorum.","universal, batch-001, needs-review"
"universal","u_0028","A1","Universal Paket 001","ausleihen","","","almak, alabilir","Ich lerne das Wort ""ausleihen"".","""ausleihen"" kelimesini öğreniyorum.","universal, batch-001, needs-review"
"universal","u_0029","A1","Universal Paket 001","backen","","","pişirdiğin, pişirin, pişirmiyoruz","Ich lerne das Wort ""backen"".","""backen"" kelimesini öğreniyorum.","universal, batch-001, needs-review"
"universal","u_0030","A1","Universal Paket 001","Bäcker","","","fırıncıdır, fırıncıyı, fırıncı","Ich lerne das Wort ""Bäcker"".","""Bäcker"" kelimesini öğreniyorum.","universal, batch-001, needs-review"
"universal","u_0031","A1","Universal Paket 001","Bäckerei","","","fırın","Ich lerne das Wort ""Bäckerei"".","""Bäckerei"" kelimesini öğreniyorum.","universal, batch-001, needs-review"
"universal","u_0032","A1","Universal Paket 001","Bäckerin","","","fırıncıyım, fırıncı","Ich lerne das Wort ""Bäckerin"".","""Bäckerin"" kelimesini öğreniyorum.","universal, batch-001, needs-review"
"universal","u_0033","A1","Universal Paket 001","Badehose","","","Mayo, Mayom, Mayosunu","Ich lerne das Wort ""Badehose"".","""Badehose"" kelimesini öğreniyorum.","universal, batch-001, needs-review"
"universal","u_0034","A1","Universal Paket 001","bäh","","","Iğrenç","Ich lerne das Wort ""bäh"".","""bäh"" kelimesini öğreniyorum.","universal, batch-001, needs-review"
"universal","u_0035","A1","Universal Paket 001","bald","","","yakında","Ich lerne das Wort ""bald"".","""bald"" kelimesini öğreniyorum.","universal, batch-001, needs-review"
"universal","u_0036","A1","Universal Paket 001","Ball","","","topum, topa, topun","Ich lerne das Wort ""Ball"".","""Ball"" kelimesini öğreniyorum.","universal, batch-001, needs-review"
"universal","u_0037","A1","Universal Paket 001","Ballons","","","balonlar","Ich lerne das Wort ""Ballons"".","""Ballons"" kelimesini öğreniyorum.","universal, batch-001, needs-review"
"universal","u_0038","A1","Universal Paket 001","Band","","","grup","Ich lerne das Wort ""Band"".","""Band"" kelimesini öğreniyorum.","universal, batch-001, needs-review"
"universal","u_0039","A1","Universal Paket 001","Basketball","","","basketbol, basketbolu","Ich lerne das Wort ""Basketball"".","""Basketball"" kelimesini öğreniyorum.","universal, batch-001, needs-review"
